Make,Model,Type,Origin,DriveTrain,MSRP,Invoice,EngineSize,Cylinders,Horsepower,MPG_City,MPG_Highway,Weight,Wheelbase,Length,date_id
GMC,Envoy XUV SLE,SUV,USA,Front,"$31,890 ","$28,922 ",4.2,6.0,275.0,15.0,19.0,4945.0,129.0,208.0,2023
GMC,Yukon 1500 SLE,SUV,USA,Front,"$35,725 ","$31,361 ",4.8,8.0,285.0,16.0,19.0,5042.0,116.0,199.0,2020
GMC,Yukon XL 2500 SLT,SUV,USA,All,"$46,265 ","$40,534 ",6.0,8.0,325.0,13.0,17.0,6133.0,130.0,219.0,2024
GMC,Safari SLE,Sedan,USA,Rear,"$25,640 ","$23,215 ",4.3,6.0,190.0,16.0,20.0,4309.0,111.0,190.0,2020
GMC,Canyon Z85 SL Regular Cab,Truck,USA,Rear,"$16,530 ","$14,877 ",2.8,4.0,175.0,18.0,25.0,3351.0,111.0,192.0,2020
GMC,Sierra Extended Cab 1500,Truck,USA,Rear,"$25,717 ","$22,604 ",4.8,8.0,285.0,17.0,20.0,4548.0,144.0,230.0,2021
GMC,Sierra HD 2500,Truck,USA,All,"$29,322 ","$25,759 ",6.0,8.0,300.0,13.0,18.0,5440.0,133.0,222.0,2021
GMC,Sonoma Crew Cab,Truck,USA,All,"$25,395 ","$23,043 ",4.3,6.0,190.0,15.0,19.0,4083.0,123.0,208.0,2022
Honda,Civic Hybrid 4dr manual (gas/electric),Hybrid,Asia,Front,"$20,140 ","$18,451 ",1.4,4.0,93.0,46.0,51.0,2732.0,103.0,175.0,2024
Honda,Insight 2dr (gas/electric),Hybrid,Asia,Front,"$19,110 ","$17,911 ",2.0,3.0,73.0,60.0,66.0,1850.0,95.0,155.0,2022
Honda,Pilot LX,SUV,Asia,All,"$27,560 ","$24,843 ",3.5,6.0,240.0,17.0,22.0,4387.0,106.0,188.0,2023
Honda,CR-V LX,SUV,Asia,All,"$19,860 ","$18,419 ",2.4,4.0,160.0,21.0,25.0,3258.0,103.0,179.0,2023
Honda,Element LX,SUV,Asia,All,"$18,690 ","$17,334 ",2.4,4.0,160.0,21.0,24.0,3468.0,101.0,167.0,2021
Honda,Civic DX 2dr,Sedan,Asia,Front,"$13,270 ","$12,175 ",1.7,4.0,115.0,32.0,38.0,2432.0,103.0,175.0,2020
Honda,Civic HX 2dr,Sedan,Asia,Front,"$14,170 ","$12,996 ",1.7,4.0,117.0,36.0,44.0,2500.0,103.0,175.0,2022
Honda,Civic LX 4dr,Sedan,Asia,Front,"$15,850 ","$14,531 ",1.7,4.0,115.0,32.0,38.0,2513.0,103.0,175.0,2022
Honda,Accord LX 2dr,Sedan,Asia,Front,"$19,860 ","$17,924 ",2.4,4.0,160.0,26.0,34.0,2994.0,105.0,188.0,2021
Honda,Accord EX 2dr,Sedan,Asia,Front,"$22,260 ","$20,080 ",2.4,4.0,160.0,26.0,34.0,3047.0,105.0,188.0,2024
,,,,,,,,,,,,,,,2024
Honda,Civic EX 4dr,Sedan,Asia,Front,"$17,750 ","$16,265 ",1.7,4.0,127.0,32.0,37.0,2601.0,103.0,175.0,2022
Honda,Civic Si 2dr hatch,Sedan,Asia,Front,"$19,490 ","$17,849 ",2.0,4.0,160.0,26.0,30.0,2782.0,101.0,166.0,2024
Honda,Accord LX V6 4dr,Sedan,Asia,Front,"$23,760 ","$21,428 ",3.0,6.0,240.0,21.0,30.0,3349.0,108.0,190.0,2023
Honda,Accord EX V6 2dr,Sedan,Asia,Front,"$26,960 ","$24,304 ",3.0,6.0,240.0,21.0,30.0,3294.0,105.0,188.0,2021
Honda,Odyssey LX,Sedan,Asia,Front,"$24,950 ","$22,498 ",3.5,6.0,240.0,18.0,25.0,4310.0,118.0,201.0,2021
Honda,Odyssey EX,Sedan,Asia,Front,"$27,450 ","$24,744 ",3.5,6.0,240.0,18.0,25.0,4365.0,118.0,201.0,2024
Honda,S2000 convertible 2dr,Sports,Asia,Rear,"$33,260 ","$29,965 ",2.2,4.0,240.0,20.0,25.0,2835.0,95.0,162.0,2023
Hummer,H2,SUV,USA,All,"$49,995 ","$45,815 ",6.0,8.0,316.0,10.0,12.0,6400.0,123.0,190.0,2024
Hyundai,Santa Fe GLS,SUV,Asia,Front,"$21,589 ","$20,201 ",2.7,6.0,173.0,20.0,26.0,3549.0,103.0,177.0,2023
Hyundai,Accent 2dr hatch,Sedan,Asia,Front,"$10,539 ","$10,107 ",1.6,4.0,103.0,29.0,33.0,2255.0,96.0,167.0,2021
Hyundai,Accent GL 4dr,Sedan,Asia,Front,"$11,839 ","$11,116 ",1.6,4.0,103.0,29.0,33.0,2290.0,96.0,167.0,2020
,,,,,,,,,,,,,,,2024
Hyundai,Accent GT 2dr hatch,Sedan,Asia,Front,"$11,939 ","$11,209 ",1.6,4.0,103.0,29.0,33.0,2339.0,96.0,167.0,2024
Hyundai,Elantra GLS 4dr,Sedan,Asia,Front,"$13,839 ","$12,781 ",2.0,4.0,138.0,26.0,34.0,2635.0,103.0,178.0,2024
Hyundai,Elantra GT 4dr,Sedan,Asia,Front,"$15,389 ","$14,207 ",2.0,4.0,138.0,26.0,34.0,2635.0,103.0,178.0,2023
Hyundai,Elantra GT 4dr hatch,Sedan,Asia,Front,"$15,389 ","$14,207 ",2.0,4.0,138.0,26.0,34.0,2698.0,103.0,178.0,2022
Hyundai,Sonata GLS 4dr,Sedan,Asia,Front,"$19,339 ","$17,574 ",2.7,6.0,170.0,19.0,27.0,3217.0,106.0,187.0,2020
Hyundai,Sonata LX 4dr,Sedan,Asia,Front,"$20,339 ","$18,380 ",2.7,6.0,170.0,19.0,27.0,3217.0,106.0,187.0,2022
Hyundai,XG350 4dr,Sedan,Asia,Front,"$24,589 ","$22,055 ",3.5,6.0,194.0,17.0,26.0,3651.0,108.0,192.0,2020
Hyundai,XG350 L 4dr,Sedan,Asia,Front,"$26,189 ","$23,486 ",3.5,6.0,194.0,17.0,26.0,3651.0,108.0,192.0,2021
Hyundai,Tiburon GT V6 2dr,Sports,Asia,Front,"$18,739 ","$17,101 ",2.7,6.0,172.0,19.0,26.0,3023.0,100.0,173.0,2021
Infiniti,G35 4dr,Sedan,Asia,Rear,"$28,495 ","$26,157 ",3.5,6.0,260.0,18.0,26.0,3336.0,112.0,187.0,2023
Infiniti,G35 Sport Coupe 2dr,Sedan,Asia,Rear,"$29,795 ","$27,536 ",3.5,6.0,280.0,18.0,26.0,3416.0,112.0,182.0,2022
Infiniti,G35 4dr,Sedan,Asia,All,"$32,445 ","$29,783 ",3.5,6.0,260.0,18.0,26.0,3677.0,112.0,187.0,2020
Infiniti,I35 4dr,Sedan,Asia,Front,"$31,145 ","$28,320 ",3.5,6.0,255.0,19.0,26.0,3306.0,108.0,194.0,2021
Infiniti,M45 4dr,Sedan,Asia,Rear,"$42,845 ","$38,792 ",4.5,8.0,340.0,17.0,23.0,3851.0,110.0,197.0,2020
Infiniti,Q45 Luxury 4dr,Sedan,Asia,Rear,"$52,545 ","$47,575 ",4.5,8.0,340.0,17.0,23.0,3977.0,113.0,200.0,2020
Infiniti,FX35,Wagon,Asia,Rear,"$34,895 ","$31,756 ",3.5,6.0,280.0,16.0,22.0,4056.0,112.0,189.0,2022
Infiniti,FX45,Wagon,Asia,All,"$36,395 ","$33,121 ",4.5,8.0,315.0,15.0,19.0,4309.0,112.0,189.0,2024
Isuzu,Ascender S,SUV,Asia,All,"$31,849 ","$29,977 ",4.2,6.0,275.0,15.0,20.0,4967.0,129.0,208.0,2022
Isuzu,Rodeo S,SUV,Asia,Front,"$20,449 ","$19,261 ",3.2,6.0,193.0,17.0,21.0,3836.0,106.0,178.0,2022
Jaguar,X-Type 2.5 4dr,Sedan,Europe,All,"$29,995 ","$27,355 ",2.5,6.0,192.0,18.0,26.0,3428.0,107.0,184.0,2020
Jaguar,X-Type 3.0 4dr,Sedan,Europe,All,"$33,995 ","$30,995 ",3.0,6.0,227.0,18.0,25.0,3516.0,107.0,184.0,2022
Jaguar,S-Type 3.0 4dr,Sedan,Europe,Rear,"$43,895 ","$40,004 ",3.0,6.0,235.0,18.0,26.0,3777.0,115.0,192.0,2024
Jaguar,S-Type 4.2 4dr,Sedan,Europe,Rear,"$49,995 ","$45,556 ",4.2,8.0,294.0,18.0,28.0,3874.0,115.0,192.0,2021
Jaguar,S-Type R 4dr,Sedan,Europe,Rear,"$63,120 ","$57,499 ",4.2,8.0,390.0,17.0,24.0,4046.0,115.0,192.0,2024
Jaguar,Vanden Plas 4dr,Sedan,Europe,Rear,"$68,995 ","$62,846 ",4.2,8.0,294.0,18.0,28.0,3803.0,119.0,200.0,2024
Jaguar,XJ8 4dr,Sedan,Europe,Rear,"$59,995 ","$54,656 ",4.2,8.0,294.0,18.0,28.0,3803.0,119.0,200.0,2023
Jaguar,XJR 4dr,Sedan,Europe,Rear,"$74,995 ","$68,306 ",4.2,8.0,390.0,17.0,24.0,3948.0,119.0,200.0,2023
Jaguar,XK8 coupe 2dr,Sports,Europe,Rear,"$69,995 ","$63,756 ",4.2,8.0,294.0,18.0,26.0,3779.0,102.0,187.0,2022
Jaguar,XK8 convertible 2dr,Sports,Europe,Rear,"$74,995 ","$68,306 ",4.2,8.0,294.0,18.0,26.0,3980.0,102.0,187.0,2020
Jaguar,XKR coupe 2dr,Sports,Europe,Rear,"$81,995 ","$74,676 ",4.2,8.0,390.0,16.0,23.0,3865.0,102.0,187.0,2021
Jaguar,XKR convertible 2dr,Sports,Europe,Rear,"$86,995 ","$79,226 ",4.2,8.0,390.0,16.0,23.0,4042.0,102.0,187.0,2022
Jeep,Grand Cherokee Laredo,SUV,USA,Front,"$27,905 ","$25,686 ",4.0,6.0,195.0,16.0,21.0,3790.0,106.0,181.0,2023
Jeep,Liberty Sport,SUV,USA,All,"$20,130 ","$18,973 ",2.4,4.0,150.0,20.0,24.0,3826.0,104.0,174.0,2024
Jeep,Wrangler Sahara convertible 2dr,SUV,USA,All,"$25,520 ","$23,275 ",4.0,6.0,190.0,16.0,19.0,3575.0,93.0,150.0,2021
Kia,Sorento LX,SUV,Asia,Front,"$19,635 ","$18,630 ",3.5,6.0,192.0,16.0,19.0,4112.0,107.0,180.0,2024
Kia,Optima LX 4dr,Sedan,Asia,Front,"$16,040 ","$14,910 ",2.4,4.0,138.0,23.0,30.0,3281.0,106.0,186.0,2020
Kia,Rio 4dr manual,Sedan,Asia,Front,"$10,280 ","$9,875 ",1.6,4.0,104.0,26.0,33.0,2403.0,95.0,167.0,2022
Kia,Rio 4dr auto,Sedan,Asia,Front,"$11,155 ","$10,705 ",1.6,4.0,104.0,25.0,32.0,2458.0,95.0,167.0,2024
Kia,Spectra 4dr,Sedan,Asia,Front,"$12,360 ","$11,630 ",1.8,4.0,124.0,24.0,32.0,2661.0,101.0,178.0,2021
Kia,Spectra GS 4dr hatch,Sedan,Asia,Front,"$13,580 ","$12,830 ",1.8,4.0,124.0,24.0,32.0,2686.0,101.0,178.0,2022
Kia,Spectra GSX 4dr hatch,Sedan,Asia,Front,"$14,630 ","$13,790 ",1.8,4.0,124.0,24.0,32.0,2697.0,101.0,178.0,2020
Kia,Optima LX V6 4dr,Sedan,Asia,Front,"$18,435 ","$16,850 ",2.7,6.0,170.0,20.0,27.0,3279.0,106.0,186.0,2021
Kia,Amanti 4dr,Sedan,Asia,Front,"$26,000 ","$23,764 ",3.5,6.0,195.0,17.0,25.0,4021.0,110.0,196.0,2022
Kia,Sedona LX,Sedan,Asia,Front,"$20,615 ","$19,400 ",3.5,6.0,195.0,16.0,22.0,4802.0,115.0,194.0,2022
Kia,Rio Cinco,Wagon,Asia,Front,"$11,905 ","$11,410 ",1.6,4.0,104.0,26.0,33.0,2447.0,95.0,167.0,2021
Land Rover,Range Rover HSE,SUV,Europe,All,"$72,250 ","$65,807 ",4.4,8.0,282.0,12.0,16.0,5379.0,113.0,195.0,2020
Land Rover,Discovery SE,SUV,Europe,All,"$39,250 ","$35,777 ",4.6,8.0,217.0,12.0,16.0,4576.0,100.0,185.0,2023
Land Rover,Freelander SE,SUV,Europe,All,"$25,995 ","$23,969 ",2.5,6.0,174.0,18.0,21.0,3577.0,101.0,175.0,2020
Lexus,GX 470,SUV,Asia,All,"$45,700 ","$39,838 ",4.7,8.0,235.0,15.0,19.0,4740.0,110.0,188.0,2023
Lexus,LX 470,SUV,Asia,All,"$64,800 ","$56,455 ",4.7,8.0,235.0,13.0,17.0,5590.0,112.0,193.0,2021
Lexus,RX 330,SUV,Asia,All,"$39,195 ","$34,576 ",3.3,6.0,230.0,18.0,24.0,4065.0,107.0,186.0,2023
Lexus,ES 330 4dr,Sedan,Asia,Front,"$32,350 ","$28,755 ",3.3,6.0,225.0,20.0,29.0,3460.0,107.0,191.0,2023
Lexus,IS 300 4dr manual,Sedan,Asia,Rear,"$31,045 ","$27,404 ",3.0,6.0,215.0,18.0,25.0,3255.0,105.0,177.0,2022
Lexus,IS 300 4dr auto,Sedan,Asia,Rear,"$32,415 ","$28,611 ",3.0,6.0,215.0,18.0,24.0,3285.0,105.0,177.0,2020
Lexus,GS 300 4dr,Sedan,Asia,Rear,"$41,010 ","$36,196 ",3.0,6.0,220.0,18.0,25.0,3649.0,110.0,189.0,2020
Lexus,GS 430 4dr,Sedan,Asia,Rear,"$48,450 ","$42,232 ",4.3,8.0,300.0,18.0,23.0,3715.0,110.0,189.0,2020
Lexus,LS 430 4dr,Sedan,Asia,Rear,"$55,750 ","$48,583 ",4.3,8.0,290.0,18.0,25.0,3990.0,115.0,197.0,2022
Lexus,SC 430 convertible 2dr,Sports,Asia,Rear,"$63,200 ","$55,063 ",4.3,8.0,300.0,18.0,23.0,3840.0,103.0,178.0,2022
Lexus,IS 300 SportCross,Wagon,Asia,Rear,"$32,455 ","$28,647 ",3.0,6.0,215.0,18.0,24.0,3410.0,105.0,177.0,2021
Lincoln,Navigator Luxury,SUV,USA,All,"$52,775 ","$46,360 ",5.4,8.0,300.0,13.0,18.0,5969.0,119.0,206.0,2023
Lincoln,Aviator Ultimate,SUV,USA,Front,"$42,915 ","$39,443 ",4.6,8.0,302.0,13.0,18.0,4834.0,114.0,193.0,2021
Lincoln,LS V6 Luxury 4dr,Sedan,USA,Rear,"$32,495 ","$29,969 ",3.0,6.0,232.0,20.0,26.0,3681.0,115.0,194.0,2023
Lincoln,LS V6 Premium 4dr,Sedan,USA,Rear,"$36,895 ","$33,929 ",3.0,6.0,232.0,20.0,26.0,3681.0,115.0,194.0,2022
Lincoln,LS V8 Sport 4dr,Sedan,USA,Rear,"$40,095 ","$36,809 ",3.9,8.0,280.0,17.0,24.0,3768.0,115.0,194.0,2023
Lincoln,LS V8 Ultimate 4dr,Sedan,USA,Rear,"$43,495 ","$39,869 ",3.9,8.0,280.0,17.0,24.0,3768.0,115.0,194.0,2024
Lincoln,Town Car Signature 4dr,Sedan,USA,Rear,"$41,815 ","$38,418 ",4.6,8.0,239.0,17.0,25.0,4369.0,118.0,215.0,2023
Lincoln,Town Car Ultimate 4dr,Sedan,USA,Rear,"$44,925 ","$41,217 ",4.6,8.0,239.0,17.0,25.0,4369.0,118.0,215.0,2024
Lincoln,Town Car Ultimate L 4dr,Sedan,USA,Rear,"$50,470 ","$46,208 ",4.6,8.0,239.0,17.0,25.0,4474.0,124.0,221.0,2024
MINI,Cooper,Sedan,Europe,Front,"$16,999 ","$15,437 ",1.6,4.0,115.0,28.0,37.0,2524.0,97.0,143.0,2021
MINI,Cooper S,Sedan,Europe,Front,"$19,999 ","$18,137 ",1.6,4.0,163.0,25.0,34.0,2678.0,97.0,144.0,2024
Mazda,Tribute DX 2.0,SUV,Asia,All,"$21,087 ","$19,742 ",2.0,4.0,130.0,22.0,25.0,3091.0,103.0,173.0,2022
Mazda,Mazda3 i 4dr,Sedan,Asia,Front,"$15,500 ","$14,525 ",2.0,4.0,148.0,26.0,34.0,2696.0,104.0,178.0,2024
Mazda,Mazda3 s 4dr,Sedan,Asia,Front,"$17,200 ","$15,922 ",2.3,4.0,160.0,25.0,31.0,2762.0,104.0,179.0,2021
Mazda,Mazda6 i 4dr,Sedan,Asia,Front,"$19,270 ","$17,817 ",2.3,4.0,160.0,24.0,32.0,3042.0,105.0,187.0,2020
Mazda,MPV ES,Sedan,Asia,Front,"$28,750 ","$26,600 ",3.0,6.0,200.0,18.0,25.0,3812.0,112.0,188.0,2020
Mazda,MX-5 Miata convertible 2dr,Sports,Asia,Rear,"$22,388 ","$20,701 ",1.8,4.0,142.0,23.0,28.0,2387.0,89.0,156.0,2021
Mazda,MX-5 Miata LS convertible 2dr,Sports,Asia,Rear,"$25,193 ","$23,285 ",1.8,4.0,142.0,23.0,28.0,2387.0,89.0,156.0,2023
Mazda,RX-8 4dr automatic,Sports,Asia,Rear,"$25,700 ","$23,794 ",1.3,,197.0,18.0,25.0,3053.0,106.0,174.0,2022
Mazda,RX-8 4dr manual,Sports,Asia,Rear,"$27,200 ","$25,179 ",1.3,,238.0,18.0,24.0,3029.0,106.0,174.0,2021
Mazda,B2300 SX Regular Cab,Truck,Asia,Rear,"$14,840 ","$14,070 ",2.3,4.0,143.0,24.0,29.0,2960.0,112.0,188.0,2023
Mazda,B4000 SE Cab Plus,Truck,Asia,All,"$22,350 ","$20,482 ",4.0,6.0,207.0,15.0,19.0,3571.0,126.0,203.0,2022
Mercedes-Benz,G500,SUV,Europe,All,"$76,870 ","$71,540 ",5.0,8.0,292.0,13.0,14.0,5423.0,112.0,186.0,2022
Mercedes-Benz,ML500,SUV,Europe,All,"$46,470 ","$43,268 ",5.0,8.0,288.0,14.0,17.0,4874.0,111.0,183.0,2020
Mercedes-Benz,C230 Sport 2dr,Sedan,Europe,Rear,"$26,060 ","$24,249 ",1.8,4.0,189.0,22.0,30.0,3250.0,107.0,178.0,2024
Mercedes-Benz,C320 Sport 2dr,Sedan,Europe,Rear,"$28,370 ","$26,435 ",3.2,6.0,215.0,19.0,26.0,3430.0,107.0,178.0,2022
Mercedes-Benz,C240 4dr,Sedan,Europe,Rear,"$32,280 ","$30,071 ",2.6,6.0,168.0,20.0,25.0,3360.0,107.0,178.0,2022
Mercedes-Benz,C240 4dr,Sedan,Europe,All,"$33,480 ","$31,187 ",2.6,6.0,168.0,19.0,25.0,3360.0,107.0,178.0,2021
Mercedes-Benz,C320 Sport 4dr,Sedan,Europe,Rear,"$35,920 ","$33,456 ",3.2,6.0,215.0,19.0,26.0,3430.0,107.0,178.0,2020
Mercedes-Benz,C320 4dr,Sedan,Europe,Rear,"$37,630 ","$35,046 ",3.2,6.0,215.0,20.0,26.0,3450.0,107.0,178.0,2020
Mercedes-Benz,C320 4dr,Sedan,Europe,All,"$38,830 ","$36,162 ",3.2,6.0,215.0,19.0,27.0,3450.0,107.0,178.0,2021
Mercedes-Benz,C32 AMG 4dr,Sedan,Europe,Rear,"$52,120 ","$48,522 ",3.2,6.0,349.0,16.0,21.0,3540.0,107.0,178.0,2020
Mercedes-Benz,CL500 2dr,Sedan,Europe,Rear,"$94,820 ","$88,324 ",5.0,8.0,302.0,16.0,24.0,4085.0,114.0,196.0,2024
Mercedes-Benz,CL600 2dr,Sedan,Europe,Rear,"$128,420 ","$119,600 ",5.5,12.0,493.0,13.0,19.0,4473.0,114.0,196.0,2023
Mercedes-Benz,CLK320 coupe 2dr (convertible),Sedan,Europe,Rear,"$45,707 ","$41,966 ",3.2,6.0,215.0,20.0,26.0,3770.0,107.0,183.0,2021
Mercedes-Benz,CLK500 coupe 2dr (convertible),Sedan,Europe,Rear,"$52,800 ","$49,104 ",5.0,8.0,302.0,17.0,22.0,3585.0,107.0,183.0,2022
Mercedes-Benz,E320 4dr,Sedan,Europe,Rear,"$48,170 ","$44,849 ",3.2,6.0,221.0,19.0,27.0,3635.0,112.0,190.0,2020
Mercedes-Benz,E500 4dr,Sedan,Europe,Rear,"$57,270 ","$53,382 ",5.0,8.0,302.0,16.0,20.0,3815.0,112.0,190.0,2024
Mercedes-Benz,S430 4dr,Sedan,Europe,Rear,"$74,320 ","$69,168 ",4.3,8.0,275.0,18.0,26.0,4160.0,122.0,203.0,2021
Mercedes-Benz,S500 4dr,Sedan,Europe,All,"$86,970 ","$80,939 ",5.0,8.0,302.0,16.0,24.0,4390.0,122.0,203.0,2021
Mercedes-Benz,SL500 convertible 2dr,Sports,Europe,Rear,"$90,520 ","$84,325 ",5.0,8.0,302.0,16.0,23.0,4065.0,101.0,179.0,2023
Mercedes-Benz,SL55 AMG 2dr,Sports,Europe,Rear,"$121,770 ","$113,388 ",5.5,8.0,493.0,14.0,21.0,4235.0,101.0,179.0,2022
Mercedes-Benz,SL600 convertible 2dr,Sports,Europe,Rear,"$126,670 ","$117,854 ",5.5,12.0,493.0,13.0,19.0,4429.0,101.0,179.0,2024
Mercedes-Benz,SLK230 convertible 2dr,Sports,Europe,Rear,"$40,320 ","$37,548 ",2.3,4.0,192.0,21.0,29.0,3055.0,95.0,158.0,2022
Mercedes-Benz,SLK32 AMG 2dr,Sports,Europe,Rear,"$56,170 ","$52,289 ",3.2,6.0,349.0,17.0,22.0,3220.0,95.0,158.0,2023
Mercedes-Benz,C240,Wagon,Europe,Rear,"$33,780 ","$31,466 ",2.6,6.0,168.0,19.0,25.0,3470.0,107.0,179.0,2020
Mercedes-Benz,E320,Wagon,Europe,Rear,"$50,670 ","$47,174 ",3.2,6.0,221.0,19.0,27.0,3966.0,112.0,190.0,2024
Mercedes-Benz,E500,Wagon,Europe,All,"$60,670 ","$56,474 ",5.0,8.0,302.0,16.0,24.0,4230.0,112.0,190.0,2021
Mercury,Mountaineer,SUV,USA,Front,"$29,995 ","$27,317 ",4.0,6.0,210.0,16.0,21.0,4374.0,114.0,190.0,2020
Mercury,Sable GS 4dr,Sedan,USA,Front,"$21,595 ","$19,848 ",3.0,6.0,155.0,20.0,27.0,3308.0,109.0,200.0,2023
Mercury,Grand Marquis GS 4dr,Sedan,USA,Rear,"$24,695 ","$23,217 ",4.6,8.0,224.0,17.0,25.0,4052.0,115.0,212.0,2020
Mercury,Grand Marquis LS Premium 4dr,Sedan,USA,Rear,"$29,595 ","$27,148 ",4.6,8.0,224.0,17.0,25.0,4052.0,115.0,212.0,2020
Mercury,Sable LS Premium 4dr,Sedan,USA,Front,"$23,895 ","$21,918 ",3.0,6.0,201.0,19.0,26.0,3315.0,109.0,200.0,2023
Mercury,Grand Marquis LS Ultimate 4dr,Sedan,USA,Rear,"$30,895 ","$28,318 ",4.6,8.0,224.0,17.0,25.0,4052.0,115.0,212.0,2022
Mercury,Marauder 4dr,Sedan,USA,Rear,"$34,495 ","$31,558 ",4.6,8.0,302.0,17.0,23.0,4195.0,115.0,212.0,2023
